2022-01-18 13:14:36,886 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-01-18 13:14:36,907 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-01-18 13:14:36,907 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-01-18 13:14:36,907 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-01-18 13:14:36,907 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-01-18 13:14:36,907 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-01-18 13:14:36,907 INFO  SwAddin.cs: 201 - Setting up command manager
2022-01-18 13:14:36,907 INFO  SwAddin.cs: 204 - Adding command manager
2022-01-18 13:14:36,907 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-01-18 13:14:36,907 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-01-18 13:14:36,907 INFO  SwAddin.cs: 210 - Adding event handlers
2022-01-18 13:14:36,907 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-01-18 13:15:51,937 INFO  SwAddin.cs: 294 - Assembly export called for file urdf_1flex_assem.SLDASM
2022-01-18 13:15:54,227 INFO  SwAddin.cs: 313 - Saving assembly
2022-01-18 13:15:54,327 INFO  SwAddin.cs: 316 - Opening property manager
2022-01-18 13:15:54,347 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from urdf_1flex_assem.SLDASM
2022-01-18 13:15:54,351 INFO  ExportHelperExtension.cs: 1136 - Found 35 in urdf_1flex_assem.SLDASM
2022-01-18 13:15:54,351 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in urdf_1flex_assem.SLDASM
2022-01-18 13:15:54,351 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1flexure_forURDF-1
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1136 - Found 25 in 1flexure_forURDF-1
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1flexure_forURDF-1
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1flexure_forURDF-2
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1136 - Found 25 in 1flexure_forURDF-2
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1flexure_forURDF-2
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from flexurepart_forURDF-2
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1136 - Found 27 in flexurepart_forURDF-2
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in flexurepart_forURDF-2
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from flexurepart_forURDF-1
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1136 - Found 27 in flexurepart_forURDF-1
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in flexurepart_forURDF-1
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from urdf_1flex_assem.SLDASM
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1136 - Found 35 in urdf_1flex_assem.SLDASM
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in urdf_1flex_assem.SLDASM
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1flexure_forURDF-1
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1136 - Found 25 in 1flexure_forURDF-1
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 1flexure_forURDF-1
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1flexure_forURDF-2
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1136 - Found 25 in 1flexure_forURDF-2
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 1flexure_forURDF-2
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from flexurepart_forURDF-2
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1136 - Found 27 in flexurepart_forURDF-2
2022-01-18 13:15:54,357 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in flexurepart_forURDF-2
2022-01-18 13:15:54,367 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from flexurepart_forURDF-1
2022-01-18 13:15:54,367 INFO  ExportHelperExtension.cs: 1136 - Found 27 in flexurepart_forURDF-1
2022-01-18 13:15:54,367 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in flexurepart_forURDF-1
2022-01-18 13:15:54,547 INFO  SwAddin.cs: 339 - Loading config tree
